rank,name,state,revenue,growth,industry,workers,founded,yrs_on_list,previous_workers,metro,city
4683,W.A. Smith Financial Group,OH,4.6 Million,60.7395,Financial Services,17,2011,1,12,,Sandusky
4684,Just Ryt Foods,FL,5.3 Million,60.6922,Food & Beverage,25,2010,3,6,Miami,Pompano Beach
4685,"Van Horn Law Group, PA",FL,2.5 Million,60.6807,Consumer Products & Services,25,2009,1,15,Miami,Fort Lauderdale
4686,Five Star Restoration,CA,10.6 Million,60.6743,Construction,72,1989,6,42,"Sacramento, CA",Gold River
4687,Rapid Response Marketing,NV,8.6 Million,60.668,Advertising & Marketing,3,2000,1,4,"Las Vegas, NV",Las Vegas
4688,Grobstein Teeple,CA,9.4 Million,60.6282,Financial Services,38,2012,1,24,Los Angeles,Woodland Hills
4689,Scalefast,CA,28 Million,60.618,Business Products & Services,89,2014,2,25,Los Angeles,El Segundo
4690,J&L Dimensional Services,IN,5.8 Million,60.5524,Manufacturing,54,1990,1,43,,La Porte
4691,LSS Life Safety Services,KY,11.7 Million,60.5147,Business Products & Services,100,2004,10,65,"Louisville/Jefferson County, KY-IN",Louisville
4692,Cardinal Staffing Services,OH,48.9 Million,60.5115,Human Resources,1200,1994,1,800,,Maumee
4693,Plumbing & HVAC SEO,FL,4.1 Million,60.4976,Advertising & Marketing,28,2011,4,20,Miami,Doral
4694,Underground Printing,MI,28.4 Million,60.4941,Consumer Products & Services,307,2001,9,230,"Ann Arbor, MI",Ann Arbor
4695,Bridge Partners,WA,50.1 Million,60.4456,Business Products & Services,238,2007,8,162,Seattle,Kirkland
4696,Advent Advisory Group,NY,5.9 Million,60.4391,Health,27,2007,2,20,New York City,Northport
4697,Total Maintenance Services,NJ,3.8 Million,60.4373,Business Products & Services,100,2003,3,50,New York City,Toms River
4698,Improving,TX,68.3 Million,60.4323,IT Management,390,2007,10,286,Dallas,Plano
4699,Corefact,CA,19.3 Million,60.4161,Advertising & Marketing,82,2005,4,46,San Francisco,Hayward
4700,Express Corporate Housing,TX,31.4 Million,60.3996,Travel & Hospitality,45,2008,2,24,Houston,Houston
4701,Any Lab Test Now,GA,4.3 Million,60.3868,Health,36,2007,2,21,Atlanta,Woodstock
4702,Monster Technology,CA,4.5 Million,60.3462,Business Products & Services,15,2012,3,8,Los Angeles,Lawndale
4703,Reliable Pharmaceutical Returns,TN,2.5 Million,60.3308,Health,9,2007,1,5,Nashville,Nashville
4704,Smoothie King,TX,49.3 Million,60.2828,Food & Beverage,101,1973,1,24,New Orleans,Dallas
4705,Access Physical Therapy,NY,22.1 Million,60.2549,Health,367,2003,1,223,,Campbell Hall
4706,Exhibitus,GA,33.1 Million,60.1943,Advertising & Marketing,120,1994,3,80,Atlanta,Tucker
4707,Scrimmage,MN,4.4 Million,60.1754,Software,24,2010,2,12,Minneapolis,Minneapolis
4708,Athaco,CA,2.6 Million,60.1699,Manufacturing,22,1999,1,10,"Inland Empire, CA",Ontario
4709,The Garland Company,OH,738.2 Million,60.151,Manufacturing,1269,1895,9,792,Cleveland,Cleveland
4710,MD Connect,MA,7.2 Million,60.0986,Advertising & Marketing,22,2008,7,15,Boston,Waltham
4711,4 Walls,PA,3.7 Million,60.0544,Advertising & Marketing,34,2002,2,34,Philadelphia,Narberth
4712,Radiant Plumbing & Air Conditioning,TX,12.5 Million,60.0436,Consumer Products & Services,82,1999,1,46,Austin,Austin
4713,Medicus Healthcare Solutions,NH,193.3 Million,60.0349,Health,310,2014,4,211,Boston,Windham
4714,Nassau National Cable,NY,11 Million,59.9934,Business Products & Services,30,0,6,6,New York City,GREAT NECK
4715,Duval's Fresh. Local. Seafood.,FL,2.6 Million,59.9912,Food & Beverage,34,2011,2,27,"Sarasota-Bradenton-Venice, FL",Sarasota
4716,Leigh Marcus | @properties,IL,2.8 Million,59.9551,Real Estate,4,2004,2,7,Chicago,Chicago
4717,Dimensional Innovations,KS,37.6 Million,59.9439,Business Products & Services,225,1993,5,158,"Kansas City, MO-KS",Overland Park
4718,United Services Group,NC,12.5 Million,59.9195,Construction,156,2015,1,100,Charlotte,Charlotte
4719,MGX Copy,CA,8.2 Million,59.8615,Business Products & Services,55,2010,4,35,San Diego,San Diego
4720,Well Crafted Wine & Beverage,VA,2.6 Million,59.8409,Food & Beverage,13,2010,1,7,"Washington, DC",Manassas
4721,Intelligent Logistics,TX,29.2 Million,59.7791,Logistics & Transportation,76,2002,11,55,Austin,Austin
4722,Quaker Window Products,MO,155.5 Million,59.7682,Manufacturing,1020,1949,1,580,,Freeburg
4723,3nom,NJ,4.2 Million,59.7463,IT Services,20,2005,2,14,New York City,Teaneck
4724,Netropole,OR,2 Million,59.7402,IT Services,11,1994,1,7,,Portland
4725,NorthStar Restoration Services,WI,3.3 Million,59.7255,Construction,31,2011,1,22,,Wausau
4726,SciSafe,NJ,4.2 Million,59.717,Health,20,2010,2,7,New York City,Cranbury
4727,Zipline Logistics,OH,49 Million,59.6952,Logistics & Transportation,60,2007,8,40,"Columbus, OH",Columbus
4728,Intellifarms,MO,13.5 Million,59.6906,Engineering,70,2008,5,55,"Kansas City, MO-KS",Garden City
4729,Neostek,VA,5.6 Million,59.5964,Government Services,40,2010,4,18,"Washington, DC",Arlington
4730,Dciny,NY,7.9 Million,59.5917,Media,22,2007,5,20,New York City,New York
4731,ARServices,VA,17 Million,59.5818,Government Services,105,2003,5,93,"Washington, DC",Alexandria
4732,Black Clover Enterprises,UT,12.8 Million,59.5499,Consumer Products & Services,26,2008,5,20,Salt Lake City,DRAPER
4733,Redtail Technology,CA,17.6 Million,59.537,Software,105,2003,7,93,"Sacramento, CA",Sacramento
4734,Quality Mobile Home Services,CA,4.6 Million,59.5177,Construction,45,2013,3,25,"Inland Empire, CA",Lake Elsinore
4735,List Partners,GA,20 Million,59.5089,Advertising & Marketing,111,1995,7,46,Atlanta,Atlanta
4736,Ben Kinney Companies,WA,113.3 Million,59.4968,Real Estate,30,2009,4,20,,Bellingham
4737,Applied Imaging,MI,91.8 Million,59.4779,Business Products & Services,401,1987,1,241,,Grand Rapids
4738,Orthopedic Motion,NV,2.9 Million,59.4779,Health,12,1993,1,15,"Las Vegas, NV",Las Vegas
4739,Windhaven Insurance,FL,427.6 Million,59.4481,Insurance,700,2004,4,410,Miami,Miami
4740,Advice Media,UT,11.8 Million,59.425,Advertising & Marketing,70,2008,4,25,Salt Lake City,Park CIty
4741,SEAM Group,IN,37.8 Million,59.3671,Business Products & Services,230,1993,1,185,"Indianapolis, IN",Indianapolis
4742,Studio Movie Grill,TX,257.2 Million,59.3633,Food & Beverage,5350,1998,4,3375,Dallas,Dallas
4743,ACTenviro,CA,82.9 Million,59.3563,Construction,371,2000,10,237,San Jose,San Jose
4744,Imperial Lighting Maintenance Company,IL,12.5 Million,59.3531,Business Products & Services,52,1973,1,35,Chicago,Chicago
4745,Nexus Systems,VA,13.3 Million,59.3275,Software,101,1999,7,70,"Washington, DC",Falls Church
4746,Program Productions,IL,61.4 Million,59.2964,Media,5799,1995,13,4537,Chicago,Lombard
4747,ShoppersChoice.com dba BBQGuys,LA,113.5 Million,59.2963,Consumer Products & Services,244,1998,1,140,"Baton Rouge, LA",Baton Rouge
4748,Plastic Molding Technology,TX,24.2 Million,59.2794,Manufacturing,114,1973,1,94,,EL PASO
4749,L Squared Engineering,TX,2.7 Million,59.2525,Engineering,12,2011,1,8,Houston,Montgomery
4750,Monkee-Boy Web Design,TX,2.3 Million,59.2496,Advertising & Marketing,17,1998,1,14,Austin,Austin
4751,Crown Coverings,IL,2.6 Million,59.2466,Construction,16,2011,1,6,Chicago,Roselle
4752,Jones Therapy Services,TN,3.8 Million,59.2065,Health,79,2009,4,50,Nashville,Franklin
4753,Royal Interpack Group USA,CA,37.3 Million,59.1968,Manufacturing,97,2011,1,62,"Inland Empire, CA",RIVERSIDE
4754,Harmonics Consulting,VA,4.5 Million,59.1462,Government Services,20,2013,1,12,"Washington, DC",Fairfax
4755,SpaceBound,OH,62.2 Million,59.1318,Retail,47,1987,5,38,,Lagrange
4756,Schneller and Knochelmann Plumbing Heating and Air,OH,10.7 Million,59.0942,Consumer Products & Services,59,1928,2,29,Cincinnati,Cincinnati
4757,Multilingual Connections,IL,2.6 Million,59.0504,Business Products & Services,19,2005,1,13,Chicago,Evanston
4758,Image Systems,IL,9.7 Million,59.0401,Business Products & Services,60,2005,2,30,Chicago,Elk Grove Village
4759,Universal Plant Services,TX,522.6 Million,59.0329,Construction,2336,1986,8,1579,Houston,Deer Park
4760,Boston Government Services,TN,15.2 Million,59.0137,Government Services,68,2007,1,24,,Oak Ridge
4761,MobileDemand,IA,15.9 Million,58.9992,Computer Hardware,40,2003,6,23,,Hiawatha
4762,Buckfire & Buckfire,MI,6.8 Million,58.9872,Consumer Products & Services,21,1969,3,17,Detroit,Southfield
4763,Employment Screening Services,AL,29.5 Million,58.9795,Human Resources,137,1994,13,81,"Birmingham, AL",Birmingham
4764,Certified Languages International,OR,41.4 Million,58.9493,Business Products & Services,170,1996,8,100,,Portland
4765,Empist,IL,8 Million,58.946,IT Management,72,2000,8,52,Chicago,Chicago
4766,Secure Ideas,FL,2.8 Million,58.9357,Security,21,2010,1,8,"Jacksonville, FL",Jacksonville
4767,Sedona Soul Adventures,AZ,2.5 Million,58.9173,Health,12,2002,1,6,,Sedona
4768,Debtmerica,CA,2.6 Million,58.906,Financial Services,12,2006,3,3,Los Angeles,Santa Ana
4769,Clarity Software Solutions,CT,101.1 Million,58.8881,Software,136,2007,7,108,,Madison
4770,Mobile Advance,CA,24.3 Million,58.861,Computer Hardware,10,2005,4,6,"Inland Empire, CA",Chino
4771,Eating Recovery Center,CO,183.3 Million,58.8609,Health,1300,2008,5,770,Denver,Denver
4772,Career Support Systems,VA,4 Million,58.8269,Health,72,1993,1,35,"Richmond, VA",Richmond
4773,Coury & Buehler Physical Therapy,CA,13.1 Million,58.7498,Health,180,2004,6,105,Los Angeles,Brea
4774,Hughes Environmental,KY,3.7 Million,58.7288,Environmental Services,37,2005,3,25,"Louisville/Jefferson County, KY-IN",Louisville
4775,JKaiser Workspaces,AZ,2.4 Million,58.721,Retail,3,2014,1,2,,Tucson
4776,Milosi,TN,5.3 Million,58.7086,Business Products & Services,50,2001,2,35,Nashville,Hendersonville
4777,The Kingston Group,TN,5.9 Million,58.667,Construction,13,2007,4,12,Nashville,Nashville
4778,Rhythmlink International,SC,21.1 Million,58.6563,Manufacturing,48,2002,8,39,"Columbia, SC",Columbia
4779,Tech Guru,MN,3 Million,58.6259,IT Management,11,2004,3,8,Minneapolis,Minneapolis
4780,Priority Designs,OH,10.9 Million,58.5925,Business Products & Services,65,1990,1,53,"Columbus, OH",Columbus
4781,Strategic Factory,MD,20.4 Million,58.5807,Advertising & Marketing,132,1999,4,106,Baltimore,Owings Mills
4782,Wet Sounds,TX,28.8 Million,58.5338,Manufacturing,44,2005,5,23,Houston,Houston
4783,SnapShot Interactive,TN,4.9 Million,58.4547,Advertising & Marketing,45,2010,5,28,Nashville,Nashville
4784,GXA Network Solutions,TX,4.5 Million,58.4342,IT Services,16,2004,2,17,Dallas,Richardson
4785,Del Toro Loan Servicing,CA,2.8 Million,58.4033,Financial Services,17,2006,3,9,San Diego,Chula Vista
4786,Xidax PCs,UT,10.3 Million,58.3608,Computer Hardware,48,2014,1,13,Salt Lake City,Midvale
4787,RF-Smart,FL,49 Million,58.3143,Software,170,1982,1,130,"Jacksonville, FL",Jacksonville
4788,Davenport Group,MN,35.2 Million,58.3137,IT Management,46,2001,7,29,Minneapolis,St. Paul
4789,Century Solutions Group,GA,7.1 Million,58.2915,IT Management,44,1996,2,32,Atlanta,Tyrone
4790,Transport Services,OH,27.7 Million,58.2544,Logistics & Transportation,73,1976,2,42,Cleveland,Cleveland
4791,Pariveda Solutions,TX,134.8 Million,58.2295,IT Management,646,2003,11,451,Dallas,Dallas
4792,Clarion Security,TN,11.4 Million,58.2249,Security,465,2009,5,310,,memphis
4793,Big-D Construction Corp.,UT,1.5 Billion,58.2213,Construction,1423,1967,1,1082,Salt Lake City,Salt Lake City
4794,hrQ,CO,15.8 Million,58.2087,Human Resources,34,1998,8,24,,Denver
4795,Neta Scientific,NJ,76.6 Million,58.1964,Business Products & Services,44,2000,4,35,Philadelphia,Hainesport
4796,Angeion Group,PA,10.2 Million,58.1526,Business Products & Services,70,2014,1,20,Philadelphia,Philadelphia
4797,FIG,NY,17.1 Million,58.1418,Advertising & Marketing,65,2013,1,39,New York City,New York
4798,Keen 360,PA,3.4 Million,58.1193,Business Products & Services,21,2012,3,12,Philadelphia,King
4799,World of Wheels,IA,17.9 Million,58.0921,Retail,24,2015,1,13,"Des Moines, IA",West Des Moines
4800,Saffron Road Foods,CT,42.3 Million,58.0564,Consumer Products & Services,31,2010,3,27,"Bridgeport-Stamford-Norwalk, CT",Stamford
4801,Readerlink,IL,1.1 Billion,58.026,Consumer Products & Services,1200,2011,2,700,Chicago,Oak Brook
4802,Cap City Dental Lab,OH,4.6 Million,57.992,Manufacturing,13,2003,1,11,"Columbus, OH",Columbus
4803,Next Day Dumpsters,MD,10.3 Million,57.9802,Consumer Products & Services,26,2007,2,18,"Washington, DC",Gaithersburg
4804,Tapestry Technologies,PA,25.4 Million,57.9789,Security,114,2005,6,98,,Chambersburg
4805,ipipeline,PA,157.5 Million,57.9638,Software,700,1995,11,475,Philadelphia,Downingtown
4806,7Summits,WI,21.5 Million,57.9484,Business Products & Services,106,2009,4,73,Milwaukee,Milwaukee
4807,RAW Artists,CA,4.9 Million,57.9293,Advertising & Marketing,65,2009,1,35,Los Angeles,Los Angeles
4808,3 Blind Mice Window Coverings,CA,8 Million,57.8975,Business Products & Services,49,2004,5,27,San Diego,San Diego
4809,Infutor Data Solutions,IL,32.3 Million,57.8917,Business Products & Services,124,2003,4,27,Chicago,Oakbrook Terrace
4810,RE 360,PA,5 Million,57.8505,Real Estate,33,2009,4,14,"Pittsburgh, PA",Pittsburgh
4811,Sterling Computers,SD,520.1 Million,57.8489,Government Services,180,1996,8,140,,Dakota Dunes
4812,Constellation Software Engineering,MD,14.5 Million,57.8452,Government Services,85,2002,5,69,"Washington, DC",Annapolis
4813,Abacus Wealth Partners,CA,17 Million,57.8268,Financial Services,57,2002,8,46,Los Angeles,Santa Monica
4814,Ebs Associates,OR,3.2 Million,57.8194,Financial Services,27,1982,3,21,,Tigard
4815,Reach Sports Marketing Group,MN,7 Million,57.7947,Advertising & Marketing,52,2005,4,46,Minneapolis,Eden Prairie
4816,Oxi Fresh Carpet Cleaning,CO,6.8 Million,57.7917,Consumer Products & Services,45,2006,3,35,,Lakewood
4817,rezora,CO,2.8 Million,57.7856,Advertising & Marketing,17,2009,3,12,"Boulder, CO",Boulder
4818,Barone Consulting,VA,2.4 Million,57.7811,Government Services,12,2012,1,8,"Washington, DC",Arlington
4819,SkyPlanner,FL,2.5 Million,57.7642,IT Services,34,2011,1,15,Miami,Miami
4820,Rogers Healy and Associates Real Estate,TX,9.9 Million,57.763,Real Estate,200,2006,3,90,Dallas,Dallas
4821,Arora Engineers,PA,26.5 Million,57.634,Engineering,160,1986,11,101,Philadelphia,Chadds Ford
4822,Victor 12,FL,10.5 Million,57.531,Government Services,51,2011,3,20,"Orlando, FL",Orlando
4823,Cassaday & Company,VA,19.7 Million,57.506,Financial Services,49,1993,8,36,"Washington, DC",Mclean
4824,Fresh Technology,AL,4.1 Million,57.4938,IT Services,38,2001,2,29,"Birmingham, AL",Hoover
4825,ej4,MO,8.4 Million,57.4703,Business Products & Services,36,2004,3,30,"St. Louis, MO-IL",St. Louis
4826,Managed Solution,CA,13.1 Million,57.4458,IT Management,71,2002,2,54,San Diego,San Diego
4827,ClubDrive Systems,GA,2.1 Million,57.3603,IT Services,10,2008,1,6,Atlanta,Atlanta
4828,Gantom Lighting,CA,2.5 Million,57.232,Manufacturing,6,2010,1,8,Los Angeles,Valencia
4829,Partner Assessment,CA,152.5 Million,57.2258,Environmental Services,751,2007,5,564,Los Angeles,Torrance
4830,Grapevine MSP Technology Services,CA,4.8 Million,57.2145,IT Services,33,2009,3,28,,Bakersfield
4831,Traffic Planning and Design,PA,20.7 Million,57.204,Engineering,150,1989,5,95,Philadelphia,Pottstown
4832,JPL,PA,21.7 Million,57.1868,Advertising & Marketing,131,1989,4,94,,Harrisburg
4833,Meridian Star POS,FL,4.3 Million,57.1161,Software,19,2011,2,8,Miami,Oakland Park
4834,Choura Events,CA,21.2 Million,57.114,Business Products & Services,195,2007,2,45,Los Angeles,Torrance
4835,Money Matters with Ken Moraif,TX,50.6 Million,57.0925,Financial Services,105,2011,1,72,Dallas,Plano
4836,Acquia,MA,201.1 Million,57.0912,Software,880,2007,8,730,Boston,Boston
4837,Wood Expressions,CA,4.2 Million,57.0216,Consumer Products & Services,17,1977,1,10,Los Angeles,Los Angeles
4838,Softcrylic,MN,11.6 Million,57.0163,IT Management,210,2000,2,146,Minneapolis,Minneapolis
4839,Thread,GA,3.1 Million,57,Human Resources,21,2003,3,13,Atlanta,Alpharetta
4840,Full Visibility,VA,8.3 Million,57,Government Services,49,2006,6,26,"Washington, DC",Vienna
4841,BizStream,MI,4.4 Million,56.9991,Software,31,2001,1,23,,Allendale
4842,American Technologies,CA,285.6 Million,56.9891,Construction,1170,1989,10,776,Los Angeles,Anaheim
4843,Cold Jet,OH,81.2 Million,56.9737,Manufacturing,254,1986,8,178,Cincinnati,Loveland
4844,Mosaic Technologies Group,MD,33.1 Million,56.9302,Government Services,235,2005,1,146,,Fulton
4845,Bast Amron LLP,FL,8.5 Million,56.8956,Business Products & Services,21,2009,2,21,Miami,Miami
4846,Kaplansky Insurance Agency,MA,14.2 Million,56.8658,Insurance,79,1974,1,59,Boston,Needham
4847,LINK Strategic Partners,DC,2.9 Million,56.8393,Advertising & Marketing,20,2012,1,15,"Washington, DC",Washington
4848,Air Control Air Conditioning,AZ,5 Million,56.8383,Construction,31,1990,1,12,,Lake Havasu City
4849,CommCreative,MA,11.1 Million,56.8328,Advertising & Marketing,42,1991,5,25,Boston,Framingham
4850,Equus Software,CO,30.4 Million,56.8324,Software,178,1999,10,85,Denver,Denver
4851,pMD,CA,10 Million,56.7757,Health,28,1998,8,13,San Francisco,San Francisco
4852,Nina Hale,MN,12.2 Million,56.7748,Advertising & Marketing,85,2005,7,45,Minneapolis,Minneapolis
4853,Five Lakes Professional Services,OH,3.2 Million,56.7633,Business Products & Services,30,2010,4,25,Cleveland,Mayfield Heights
4854,Vance Thompson Vision,SD,34.7 Million,56.729,Health,149,2013,1,83,,Sioux Falls
4855,NetPlanner Systems,GA,51.4 Million,56.7274,Telecommunications,300,1987,2,216,Atlanta,Peachtree Corners
4856,OpenArc,PA,15 Million,56.7225,IT Management,90,2010,5,95,"Pittsburgh, PA",Wexford
4857,Stonebrooke Engineering,MN,6 Million,56.7172,Government Services,47,2003,2,38,Minneapolis,Burnsville
4858,Foreman Therapy Services,TX,15.7 Million,56.7068,Health,400,2011,2,200,Dallas,Dallas
4859,Computer Solutions East,NY,3.1 Million,56.7052,IT Management,45,2006,3,38,New York City,New Rochelle
4860,Dobi & Associates,CA,19.9 Million,56.6566,Business Products & Services,7,2004,4,6,San Diego,San Diego
4861,Redpepper,TN,8.6 Million,56.6492,Advertising & Marketing,45,2001,7,32,Nashville,Nashville
4862,W. L. French Excavating,MA,101.4 Million,56.639,Construction,185,1972,6,125,Boston,North Billerica
4863,US Logistics,OH,151.6 Million,56.5625,Logistics & Transportation,30,2007,4,13,Cincinnati,Cincinnati
4864,KBTS Technologies,MI,7.7 Million,56.4066,IT System Development,90,1998,5,75,Detroit,Novi
4865,SecureStrux,VA,4 Million,56.3529,Security,31,2008,2,22,"Washington, DC",Arlington
4866,McGill Restoration,NE,16.9 Million,56.3396,Construction,100,1984,4,80,"Omaha-Council Bluffs, NE-IA",Omaha
4867,The Greer Group,NC,35.6 Million,56.3334,Human Resources,2531,1986,1,1600,"Raleigh, NC",Raleigh
4868,Zone Enterprises,MO,21.1 Million,56.3144,Manufacturing,80,2011,2,60,"St. Louis, MO-IL",St Louis
4869,Kidder Mathews,WA,199.8 Million,56.2419,Real Estate,765,1969,6,522,Seattle,Seattle
4870,Creative Alignments,CO,2.9 Million,56.2409,Human Resources,26,2010,2,18,"Boulder, CO",Boulder
4871,Muscular Moving Men & Storage,AZ,4.7 Million,56.1928,Logistics & Transportation,75,2008,1,40,Phoenix,Phoenix
4872,Senior1Care,IN,7.9 Million,56.1724,Health,275,2006,7,150,,Mishawaka
4873,Datatility,VA,6.5 Million,56.1683,IT System Development,18,2003,4,12,"Washington, DC",Ashburn
4874,Evok Advertising,FL,7.4 Million,56.1666,Advertising & Marketing,32,2002,1,24,"Orlando, FL",Lake Mary
4875,Extension,WI,11.1 Million,56.1384,Human Resources,34,2002,1,26,Milwaukee,Milwaukee
4876,Sovereign Lending Group,CA,19.2 Million,56.1159,Financial Services,83,2005,7,41,Los Angeles,Costa Mesa
4877,Veracity Consulting,KS,18.3 Million,56.0918,IT Services,81,2006,1,60,"Kansas City, MO-KS",Overland Park
4878,Quest National Services,FL,2.2 Million,55.9657,Business Products & Services,16,2008,1,12,"Orlando, FL",Orlando
